"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"AJL","AK PORTFÖY BEŞİNCİ SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","5,4015","-0,6997","8,0386","3,0336","28,4102","-","-"
"SBS","STRATEJİ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","5,2728","2,7093","12,6208","5,2066","28,3657","-","-"
"IBD","İŞ PORTFÖY BAYRAKTARLAR HOLDİNG DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","2,6387","-3,5944","8,0963","-1,0199","28,3491","133,3978","225,4128"
"AJK","AK PORTFÖY İKINCI SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","5,2715","0,3105","10,3467","3,2454","28,3238","-","-"
"FYB","AZİMUT PYŞ EB SERBEST ( DÖVİZ ) ÖZEL FON","Serbest Şemsiye Fonu","2,8904","-1,3708","7,6471","2,0940","28,2956","120,5349","-"
"AN1","STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,4788","10,5768","26,0406","6,1373","28,2942","78,4626","114,3002"
"KSY","YAPI KREDİ PORTFÖY PY KANDİLLİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,9886","15,9897","39,4248","1,3698","28,1373","-","-"
"DAI","DENİZ PORTFÖY ARTI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","3,7209","-1,4926","11,1943","1,3962","28,0757","-","-"
"DPA","DENİZ PORTFÖY ARSLAN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","3,5279","-1,4113","11,8132","2,1733","27,6492","-","-"
"IYS","İŞ PORTFÖY SÜTAŞ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,5253","5,9185","15,9377","2,7440","27,6300","86,6100","161,3404"
"YPF","YAPI KREDİ PORTFÖY YEDİTEPE SERBEST FON","Serbest Şemsiye Fonu","1,7025","6,5191","6,9640","3,6928","26,9695","-","-"
"DBH","DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,4131","-4,6841","8,6882","-3,3635","26,9580","113,0970","200,5222"
"OPD","OSMANLI PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","2,3060","8,0392","15,5567","5,1553","26,8920","-","-"
"TLE","AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,3338","-1,8225","7,7405","0,2612","26,8775","112,3947","220,3013"
"TAO","TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","1,6225","9,3573","18,6830","4,7106","26,7878","82,1218","144,0608"
"GAS","GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","5,0265","-0,5446","6,3638","2,8879","26,7629","-","136,8259"
"AZV","AZİMUT PYŞ BKS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,0711","-0,3957","9,1463","2,3886","26,7150","82,6942","158,0838"
"TCC","TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","7,9532","0,0281","4,6985","5,1514","26,6098","121,2660","202,8313"
"MPN","MÜKAFAT PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,0000","-0,2889","1,6853","0,0000","26,5754","-","-"
"SUC","ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON","Değişken Şemsiye Fonu","1,3921","7,7366","15,5268","4,2880","26,2986","89,7767","142,1592"
"ANZ","ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,4099","-0,9661","5,8116","1,9321","26,0430","119,3362","-"
"HDB","HSBC PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,9558","-0,8819","5,2713","1,4193","26,0024","-","-"
"EBD","GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9855","10,4760","24,0520","3,8411","25,8500","63,8951","95,9367"
"AKE","AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,8582","-3,6272","7,9987","-1,7361","25,7942","112,1812","187,1327"
"ACC","İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN)","Hisse Senedi Şemsiye Fonu","-1,6937","3,2998","15,5489","7,2761","25,7069","125,6255","-"
"AJN","AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","5,0980","-1,5839","5,5412","1,7400","25,6745","-","-"
"TCA","ZİRAAT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","-1,2328","-11,0388","-11,2702","-8,9861","25,6708","139,4887","214,7093"
"GPC","GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","1,6295","-1,4513","9,3783","0,3468","25,6412","-","-"
"TIP","TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","5,0439","-1,1329","5,8591","2,1863","25,6121","-","-"
"AAS","ATA PORTFÖY FON SEPETİ SERBEST FONU","Serbest Şemsiye Fonu","0,0740","7,5628","9,2197","6,2697","25,6023","96,3103","155,2019"
"AVZ","AK PORTFÖY SERBEST ( DÖVİZ ) FONU","Serbest Şemsiye Fonu","5,1148","-1,5867","5,1800","1,9503","25,5688","-","-"
"TPZ","TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU","Katılım Şemsiye Fonu","4,8840","-2,5337","4,3268","1,6217","25,5374","154,4378","-"
"FUB","QNB FINANS PORTFÖY EUROBOND BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,6510","-2,9592","8,3577","-0,2130","25,5194","121,4560","199,0193"
"GTA","GARANTİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,4342","-11,4490","-11,6034","-9,1834","25,4803","138,5156","209,8219"
"ARL","AK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,7301","5,7661","13,2220","3,4956","25,4802","79,3862","125,8250"
"TPJ","TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,2499","-1,4024","6,3884","1,4694","25,3139","-","-"
"IID","İŞ PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,8393","-2,0146","4,9667","1,1046","25,2356","-","-"
"YKT","YAPI KREDİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,3765","-11,0771","-11,6615","-9,1248","25,1202","141,0609","213,4172"
"ODS","OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","5,1735","-0,5737","7,0643","2,3387","25,0672","-","-"
"AIG","AZİMUT PORTFÖY İA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,7927","-3,2973","4,5103","-0,5786","25,0597","107,8203","189,4430"
"RBA","ALBARAKA PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","-1,0815","-9,2149","-9,4438","-7,4969","25,0100","-","-"
"FIB","FİBA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,4066","-11,1930","-12,0238","-9,2773","25,0046","136,7317","208,9242"
"ICS","ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","5,3189","-1,7406","4,3008","1,8026","24,9791","-","-"
"HBF","HSBC PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,0852","-10,3295","-11,3297","-8,2260","24,9156","133,8522","206,7170"
"DBA","DENİZ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,4081","-11,1025","-11,4471","-9,0090","24,8766","135,2458","205,2777"
"TTA","İŞ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,4995","-11,1540","-11,5603","-9,1910","24,8099","137,8001","213,2643"
"AFO","AK PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,4151","-11,1710","-11,5584","-8,9837","24,6510","137,5996","211,0286"
"IDF","İŞ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","5,0041","-1,9708","4,1035","1,5093","24,6240","-","-"
"TDP","TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,5407","-2,8345","2,2152","1,0542","24,5092","-","-"
"UPS","ÜNLÜ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,5458","-2,3308","5,3186","1,0121","24,4438","-","-"
"YBE","YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,6931","-2,2378","9,0835","-0,3921","24,4382","110,9922","191,3922"
"DPB","DENİZ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,6020","-2,7383","10,0647","-0,4657","24,3947","-","-"
"TZC","ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","0,9589","8,1761","17,6777","3,4578","24,3453","61,5673","131,6010"
"GPA","GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU","Borçlanma Araçları Şemsiye Fonu","3,7345","-1,9580","7,7400","1,2717","24,3044","111,6402","182,9985"
"FNO","QNB FINANS PORTFÖY BIRINCI DEĞIŞKEN FON","Değişken Şemsiye Fonu","2,1699","3,4216","8,8689","2,3905","24,0784","65,6401","117,5382"
"TUA","TEB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,3462","-11,2252","-11,8590","-9,0743","24,0646","136,0610","208,1408"
"YMM","YAPI KREDİ PORTFÖY EMİRGAN SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,3153","-1,9128","5,8222","0,6950","23,9196","-","-"
"ICA","ICBC TURKEY PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-1,3128","-10,6414","-11,3232","-8,8274","23,7832","174,1111","256,7590"
"AGC","AK PORTFÖY AGI DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9057","-4,5315","2,0734","-0,3640","23,7088","-","-"
"KRT","KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON","Serbest Şemsiye Fonu","1,2334","-2,8982","4,2798","0,5890","23,6373","-","-"
"SPG","AZİMUT PORTFÖY BEG SERBEST ÖZEL FON","Serbest Şemsiye Fonu","0,3181","4,8733","12,0530","3,0218","23,6064","-","-"
"TTP","TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,7417","-2,5457","2,7578","1,2695","23,6005","-","-"
"AAK","ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,0028","5,9405","10,9266","2,7614","23,5719","80,3173","138,1015"
"HPD","HSBC PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,4472","4,9381","13,3672","2,8834","23,4753","68,8606","117,1246"
"YPL","YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","5,0982","-1,0289","4,4021","1,9239","23,4028","-","-"
"TPC","TEB PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,3067","3,7731","6,2077","1,6007","23,3439","-","-"
"YSF","YAPI KREDİ PORTFÖY DRAGOS SERBEST  FON","Serbest Şemsiye Fonu","3,3737","6,8964","9,0873","5,6478","23,1752","-","-"
"GSE","AZİMUT PORTFÖY 7.0 SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,0775","-3,8315","1,8382","0,0804","23,1017","-","-"
"EIB","QİNVEST PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,3146","6,2340","12,6484","4,0549","22,7420","99,1873","139,2006"
"HBU","HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4837","10,3298","32,3758","-0,8139","22,6900","19,3883","86,4793"
"ACZ","İSTANBUL PORTFÖY HİTİT SERBEST FON","Serbest Şemsiye Fonu","0,4865","2,5263","11,3444","1,1069","22,6607","76,7845","-"
"GDS","GARANTİ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8516","-3,5188","3,4830","0,1013","22,6551","-","-"
"ZPF","ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ)","Katılım Şemsiye Fonu","3,5298","-4,0142","2,0915","0,0817","22,6314","116,4523","197,2280"
"IMY","İŞ PORTFÖY SKYLARK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","4,7887","-","-3,3359","-","22,6268","-","-"
"YAK","YAPI KREDİ PORTFÖY KARMA FON","Karma Şemsiye Fonu","0,2213","7,2315","21,5097","2,1906","22,6254","44,3868","92,0084"
"UPD","ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","1,4837","-2,6422","5,0559","0,9917","22,4639","107,1862","-"
"DDS","DENİZ PORTFÖY DAMLA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,8377","-0,7409","11,8419","1,0648","22,4041","-","-"
"TDB","TEB PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-1,8971","-3,3574","-","-0,5178","22,1224","-","-"
"IDD","LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON","Serbest Şemsiye Fonu","-0,4208","6,9115","18,5967","2,8989","21,9651","-","-"
"GAG","GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON","Serbest Şemsiye Fonu","4,1760","-2,7925","3,6150","0,7110","21,9352","-","-"
"TDG","İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,2608","-5,9497","-0,6559","-2,0225","21,8622","109,5421","192,7510"
"KZL","KT PORTFÖY KIZILAY'A DESTEK ALTIN KATILIM FONU","Katılım Şemsiye Fonu","-1,4866","-11,0759","-11,8580","-9,2156","21,8480","-","-"
"SUA","ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,5114","5,8571","11,7231","4,1440","21,7381","86,0391","163,7426"
"ACN","İSTANBUL PORTFÖY LİDYA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3808","4,5882","15,2872","3,5906","21,7205","76,6765","-"
"TIE","İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,3211","9,9578","30,9844","-0,5860","21,7123","19,4200","82,6733"
"MPD","MÜKAFAT PORTFÖY KATILIM AKTIF SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","4,7198","-1,3776","-1,3776","0,2421","21,6938","-","-"
"TPL","TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,3404","-2,5072","5,4524","1,2368","21,6851","111,4227","-"
"YYB","YAPI KREDİ PORTFÖY BEBEK SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,9022","-3,2922","3,4799","-0,1546","21,6804","-","-"
"YRF","YAPI KREDİ PORTFÖY ODEABANK İKİNCİ SERBEST(DÖVİZ)ÖZEL FON","Serbest Şemsiye Fonu","1,0531","-2,8807","4,2885","0,2247","21,6717","-","-"
"GAE","GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1536","9,8622","30,6324","-0,4845","21,6103","19,8464","82,4562"
"DPZ","DENİZ PORTFÖY YAZ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","4,1937","6,1163","6,1163","6,1163","21,4919","-","-"
"KRF","KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,3903","8,0997","16,2317","4,7657","21,4422","76,6288","-"
"AJE","AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","4,4718","-3,0248","2,5933","0,6364","21,4369","-","-"
"YRO","YAPI KREDİ PORTFÖY ODEABANK SERBEST (DÖVİZ)ÖZEL FON","Serbest Şemsiye Fonu","0,9052","-3,4436","3,2466","-0,0961","21,4165","-","-"
"ICC","ICBC TURKEY PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7459","7,0120","18,1615","2,6841","21,2976","50,3875","108,9334"
"FYG","AZİMUT PORTFÖY ÖPY SERBEST ( DÖVİZ ) ÖZEL FON","Serbest Şemsiye Fonu","0,8763","-4,2511","1,2168","0,4139","21,2918","-49,2007","-"
"ZPC","ZİRAAT PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,4502","3,0753","9,7130","0,6317","21,1614","79,4177","120,8370"
"PBK","QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","4,7834","-2,1241","2,9564","1,1856","21,1064","-","-"
"AKU","AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,6577","9,1451","29,2970","-0,5796","21,0777","24,5536","87,6503"
"IBB","İŞ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,0018","3,9474","11,5743","0,2866","20,8988","-","-"
"KRS","KARE PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2471","-","-10,1310","-","20,8008","-","-"
"TKK","İŞ PORTFÖY KUMBARA HESABI KARMA ÖZEL FON","Karma Şemsiye Fonu","0,4355","4,2532","14,3803","0,9067","20,7733","64,7172","111,4194"
"DZZ","DENİZ PORTFÖY ECEM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","7,6430","-0,1844","8,1119","4,1142","20,5254","-","-"
"YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","Serbest Şemsiye Fonu","0,9947","4,1454","11,5538","1,9660","20,4476","-","-"
"FPZ","QNB FİNANS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,6593","-3,7711","5,3095","-0,2954","20,4141","-","-"
"FFO","QNB FİNANS PORTFÖY SER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-0,2237","-4,7784","2,2891","-1,1508","20,2444","-","-"
"FYI","AZİMUT PORTFÖY 4.0 SERBEST FON","Serbest Şemsiye Fonu","0,6694","4,6221","11,7276","2,4254","20,2262","-","-"
"IBC","İŞ PORTFÖY CENOVA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","3,4124","0,5049","8,0439","2,7973","20,0827","-","-"
"KIS","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU","Katılım Şemsiye Fonu","5,4304","-1,6845","4,6786","2,3258","19,8326","105,0381","189,8459"
"TPV","AURA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7136","5,4810","12,8027","3,9453","19,7709","56,5575","-"
"PUT","AK PORTFÖY ÖPY BEŞİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,9053","1,0622","4,5164","1,2406","19,7184","-","-"
"SPN","AZIMUT PORTFÖY PİYASA NÖTR SERBEST FON","Serbest Şemsiye Fonu","2,3647","6,0070","10,0830","4,9005","19,6463","-","-"
"YEF","YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,7732","9,1815","30,9931","-1,2396","19,6297","17,4370","82,4323"
"TSP","AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","4,9578","-10,6414","0,8424","-3,3091","19,5864","-","-"
"GPI","GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,2358","2,9433","10,8201","0,9089","19,5223","68,2766","126,2491"
"IMZ","İŞ PORTFÖY POYRAZ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-2,0241","-","19,3158","-","-"
"GPU","GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,0561","2,6438","11,9379","0,5169","19,1603","66,5370","139,9736"
"TCI","TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","1,9551","5,4000","10,4087","4,0055","19,1210","-","-"
"EIC","QİNVEST PORTFÖY İKİNCİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","0,4276","4,9694","10,4481","2,1216","18,9316","89,6262","133,6516"
"GPG","GEDİK PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7137","4,9049","15,2924","2,9074","18,9013","-","-"
"AOY","AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-12,2195","-19,8460","-7,9176","-17,5376","18,8978","80,5403","218,3683"
"SPA","AZIMUT PORTFÖY 6.0 SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","1,3689","-10,0576","-3,3926","1,3354","18,8387","-","-"
"TNI","TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","0,7340","3,7039","8,9509","1,4213","18,6968","-","-"
"ICG","İŞ PORTFÖY ARCADİA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","5,0883","-","-2,5445","-","18,3169","-","-"
"GSO","GARANTİ PORTFÖY ÖPY SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,5552","2,9131","10,8410","1,7541","18,3161","72,5288","-"
"GAK","GEDİK PORTFÖY KARMA FON","Karma Şemsiye Fonu","-0,2035","5,2015","15,4183","1,8947","18,1828","69,2701","107,9976"
"IMS","İŞ PORTFÖY MERMER SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,9246","0,5999","6,2770","1,9598","17,9704","-","-"
"DSP","DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,3055","3,0325","8,1492","1,0652","17,9043","54,1460","-"
"DPI","DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","1,4957","5,3520","9,6295","3,1314","17,8982","-","-"
"KTT","KT PORTFÖY KÜRESEL KİRA SERTİFİKALARI (DÖVİZ) SERBEST FON","Serbest Şemsiye Fonu","4,5587","-3,2942","0,9333","0,6179","17,8893","107,1317","-"
"ARP","AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-0,1000","4,4058","25,1126","-0,9809","17,8548","49,2878","131,8539"
"IMT","İŞ PORTFÖY TOROS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-1,3173","-","17,7809","-","-"
"OBP","OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9434","6,2789","12,3458","2,8154","17,6315","62,8599","92,2178"
"OSD","OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,3460","4,7585","9,5943","3,2755","17,0057","67,6521","114,9682"
"RBK","ALBARAKA PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","3,7243","-0,7268","3,9103","1,5571","16,8466","-","-"
"GPB","GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,8272","3,5027","9,1440","2,1413","16,7269","63,8111","113,2903"
"GKS","GEDİK PORTFÖY İKİNCİ SERBEST FON","Serbest Şemsiye Fonu","0,9155","3,5559","8,9277","1,8138","16,6782","-","-"
"TI7","İŞ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,0455","3,3042","8,5814","1,0063","16,4665","60,0632","113,5099"
"GMP","GARANTİ PORTFÖY GM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,8997","-","-","-","16,4421","-","-"
"IDY","TEB PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7597","3,2642","8,1136","1,6741","16,1800","70,6759","105,0344"
"TZH","ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,0967","2,1324","5,1175","1,2545","16,1701","-","-"
"INH","GARANTİ PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","0,1080","1,7215","8,2741","0,1661","15,9825","73,1138","-"
"GLS","AZİMUT PYŞ KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","1,1547","0,4976","8,4211","2,2507","15,3757","72,3049","132,6559"
"GSM","GEDİK PORTFÖY SİLVER CAPİTAL SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,1780","2,5965","8,0944","2,6889","15,0745","-","-"
"FCV","FİBA PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,2622","4,3053","7,8982","2,8251","14,9575","62,1544","-"
"GAH","GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,2863","2,1507","7,7583","0,6720","14,9138","65,7168","-"
"APJ","AK PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,0982","5,0099","9,2776","3,3031","14,7766","59,6584","-"
"GAN","GEDİK PORTFÖY ALFON SERBEST FON","Serbest Şemsiye Fonu","1,2904","4,2322","7,5180","2,8519","14,7542","-","-"
"AZF","AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI ÖZEL FONU","Borçlanma Araçları Şemsiye Fonu","1,6235","4,7645","8,6041","3,3780","14,7444","71,5055","122,9479"
"IYB","AURA PORTFÖY DEĞİŞKEN FONU","Değişken Şemsiye Fonu","0,8276","3,5355","10,9665","3,4155","14,7092","50,4175","90,1710"
"KRC","KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,5556","4,1041","8,9727","2,9766","14,4808","64,2075","108,9990"
"PUR","AK PORTFÖY ÖPY DÖRDÜNCÜ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","0,9961","4,5925","8,7552","2,5871","14,4509","-","-"
